DEPAR,PROV,N_VIV,P24_PARENTES,P25_SEXO,P26_EDAD,P28_CN,P29_CI,P30A_PUBLIC,P30B_CAJA,P30C_PRIVAD,P30D_ATEDOM,P30E_TRADIC,P30F_AUTOME,P30G_CASERA,P31_AFILIADO,P32_PUEBLO_PER,P32_PUEBLO_COD,P331_IDIOHAB1_COD,P332_IDIOHAB2_COD,P333_IDIOHAB3_COD,P334_IDIOHAB_NO,P341_IDIOMAT_COD,P342_IDIOMAT_NO,P35_LUGNAC,P35J_DEPTOCOD,P35H1_PROVCOD,P35H_MUNCOD,P354_ANLLEGA,P353_PAISNAC_COD,P36_LUGRES,P361_ANRES,P36J_DEPTOCOD,P36H1_PROVCOD,P36H_MUNCOD,P363_PAISRES_COD,P37_LUGRES5,P37J_DEPTOCOD,P37H1_PROVCOD,P37H_MUNCOD,P373_PAISRES5_COD,P38_ASISTE,P39_TIPOEST,P40_LEE,P41A_NIVEL,P41B_CURSO,P42A_VER,P42B_OIR,P42C_CAMINA,P42D_COMUNI,P43_PAGO,P44_NEGO,P45_AGRO,P46_DEST,P47_OTRO,P48_NOCU,P49_OCU_1D,OCU_1D_19,P50_SEMP,P51_ACTEC_2D,ACT_ECO_2D_19,P52_MOV,P52_DEP_MOV_COD,P52_MUN_MOV_COD,P52_PAIS_MOV_COD,P53_ECIVIL,P54_HVTOT,P54A_HVTOT_MUJ,P54B_HVTOT_HOM,P55_HSTOT,P55A_HSTOT_MUJ,P55B_HSTOT_HOM,P56_EDADMAD,P57A_UHNACMES,P57B_UHNACAN,P58_UHSOBRE,P59_ATPARTO,EDAD_QUI,G_EDAD,G_EDAD_BOL,P31_COBERSALUD,P41A_NIVEL_ACT,P41B_CURSO_ACT,NIVEL_EDU,AESTUDIO,ASISTE,GEDADEDU,IDIOMA_MAYOR_USO,IDIOMA_MAT,P42_DISCAP,P32_PUEBLOS,HULTA,P59_PARTOCALIF,P59_MEF,DEP_NAC_COD,PROV_NAC_COD,MUN_NAC_COD,DEP_RES_COD,PROV_RES_COD,MUN_RES_COD,DEP_RES5_COD,PROV_RES5_COD,MUN_RES5_COD,DEP_LAB_COD,PROV_LAB_COD,MUN_LAB_COD,PET_19,CONDACT_19,FT_19,FFT_19,OCU_1D_13,P50_CATOCU_13,ACT_ECO_2D_13,PET_13,CONDACT_13,PEA_13,PEI_13,MUN
01,0107,01866575,3,1,12,1,1,1,2,2,2,1,1,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,5,1,1,8,1,1,1,1,1,2,2,2,,3,4,,,,0,,,,,,6,00,00,00,,,,,,,,,3,1,1,1,8,1,5,24,1,4,6,6,2,98,99,3,0,1,107,10703,1,107,10703,1,107,10703,,,,1,4,,1,,,,1,4,,1,10703
01,0107,01866575,1,1,46,1,1,1,2,2,2,1,1,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,1,4,2,1,1,1,1,1,,,,,,99,99,2,99,99,2,,,,6,01,01,00,01,01,00,034,4,2011,1,1,10,2,2,1,7,2,2,2,2,6,6,6,2,98,2,3,0,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,99,2,99,1,1,1,,10703
01,0107,01866576,12,1,75,1,1,1,2,2,2,2,1,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,2,1,0,1,1,1,1,2,2,2,,3,5,,,,0,,,,,,5,08,04,04,08,04,04,020,1,1985,1,1,16,3,3,1,1,0,1,0,2,7,6,6,2,98,2,3,0,1,107,10703,1,107,10703,1,107,10703,,,,1,4,,3,,,,1,4,,3,10703
01,0107,01866576,1,1,45,1,1,1,2,2,2,1,1,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,1,4,3,1,1,1,1,2,2,1,2,3,6,,,,0,,,,,,6,01,01,00,01,01,00,021,8,2000,1,1,10,2,2,1,7,3,2,3,2,6,6,6,2,98,2,3,0,1,107,10703,1,107,10703,1,107,10703,,,,1,4,,2,6,1,1,1,1,1,,10703
01,0107,01866577,7,2,26,1,1,2,2,2,2,2,2,1,2,1,028,006,,,,006,,1,,,,,,2,,1,1,1,,1,,,,,7,1,1,10,3,2,1,1,2,1,,,,,,9,9,2,14,14,3,99,99999,,6,,,,,,,,,,,,6,2,2,1,10,3,4,15,1,6,6,6,2,40,,,,1,107,10703,1,101,10101,1,107,10703,10,9997,999995,1,1,1,,9,2,14,1,1,1,,10703
01,0107,01866577,12,2,9,1,1,1,2,2,2,1,2,1,1,2,,006,,,,006,,1,,,,,,1,2020,,,,,1,,,,,5,1,1,7,3,1,1,1,2,2,2,2,,3,4,,,,0,,,,,,,,,,,,,,,,,,2,1,1,1,7,3,5,24,1,3,6,6,2,98,,,,1,107,10703,1,107,10703,1,107,10703,,,,1,4,,1,,,,1,4,,1,10703
01,0107,01866577,12,2,7,1,1,1,1,1,2,2,2,2,2,2,,006,,,,006,,2,1,1,1,,,2,,5,6,1,,2,5,6,1,,5,1,1,7,2,2,1,1,1,2,2,2,,3,4,,,,0,,,,,,,,,,,,,,,,,,2,1,1,1,7,2,5,24,1,3,6,6,2,98,,,,1,101,10101,5,506,50601,5,506,50601,,,,1,4,,1,,,,1,4,,1,10703
01,0107,01866577,8,2,28,1,1,1,2,2,1,1,1,1,1,1,028,006,027,,,006,,1,,,,,,1,2014,,,,,1,,,,,8,,1,8,1,1,1,1,1,1,,,,,,7,7,2,6,6,2,,,,2,,,,,,,,,,,,6,2,2,1,8,1,3,7,2,6,6,6,2,40,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,7,2,6,1,1,1,,10703
01,0107,01866577,7,1,28,1,1,1,2,2,2,1,1,1,1,1,028,006,,,,006,,1,,,,,,1,2014,,,,,1,,,,,2,1,1,8,6,1,1,1,1,2,1,,,,,7,7,1,19,19,1,,,,2,02,00,02,02,00,02,019,1,2023,1,1,6,2,2,1,8,6,3,12,1,6,6,6,2,40,2,1,1,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,7,1,19,1,1,1,,10703
01,0107,01866577,1,2,31,1,1,1,2,2,2,2,1,1,1,2,,006,,,,006,,1,,,,,,1,1992,,,,,1,,,,,8,,1,10,3,1,2,1,1,1,,,,,,97,97,2,15,15,2,,,,6,,,,,,,,,,,,7,2,2,1,10,3,4,15,2,6,6,6,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,97,2,15,1,1,1,,10703
01,0107,01866577,12,2,0,1,1,1,2,2,2,2,2,1,4,2,,,,,1,,1,1,,,,,,1,2024,,,,,4,,,,,9,9,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,3,8,998,998,,98,,,,1,107,10703,1,107,10703,0,0,0,,,,2,5,,,,,,2,5,,,10703
01,0107,01866578,12,2,55,1,1,1,2,2,2,2,2,2,9,9,,999,,,,999,,9,,,,,,9,,,,,,9,,,,,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,,,,0,,,,,,9,,,,,,,,,,,,12,2,2,3,99,9,5,24,3,8,999,999,9,99,,,,0,0,0,0,0,0,0,0,0,,,,0,0,8,8,,,,0,0,8,8,10703
01,0107,01866578,12,2,50,1,1,1,2,2,2,2,1,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,1,4,3,1,1,1,1,1,,,,,,6,6,1,1,1,1,,,,6,,,,,,,,,,,,11,2,2,1,7,3,2,3,2,6,6,6,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,1,1,1,1,1,,10703
01,0107,01866578,3,2,20,1,1,9,9,9,9,9,9,9,9,9,,999,,,,999,,9,,,,,,9,,,,,,9,,,,,9,9,9,99,9,9,9,9,9,9,9,9,9,9,9,,,,0,,,,,,9,,,,,,,,,,,,5,2,2,3,99,9,5,24,3,8,999,999,9,99,,,,0,0,0,0,0,0,0,0,0,,,,0,0,8,8,,,,0,0,8,8,10703
01,0107,01866578,1,1,51,1,1,1,2,2,1,1,1,1,1,1,028,006,027,,,006,,1,,,,,,1,1989,,,,,1,,,,,8,,1,7,7,1,1,1,1,1,,,,,,5,5,1,7,7,2,,,,6,04,01,03,01,00,01,014,8,2003,1,6,11,2,2,1,8,1,3,7,2,6,6,6,2,40,2,3,0,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,5,1,7,1,1,1,,10703
01,0107,01866579,14,2,19,1,1,1,2,2,2,2,2,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,1,8,2,1,1,1,1,1,,,,,,6,6,9,1,1,1,,,,6,,,,,,,,,,,,4,2,2,1,8,2,3,8,2,5,6,6,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,9,1,1,1,1,,10703
01,0107,01866579,14,2,50,1,1,1,2,2,2,2,2,1,1,2,,006,,,,006,,1,,,,,,1,2015,,,,,1,,,,,8,,1,7,1,1,1,1,1,2,2,1,1,,,6,6,1,1,1,1,,,,9,,,,,,,,,,,,11,2,2,1,7,1,2,1,2,6,6,6,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,1,1,1,1,1,,10703
01,0107,01866579,14,1,88,1,1,1,2,2,2,2,1,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,2,1,0,3,3,3,3,2,2,2,,3,6,,,,0,,,,,,6,05,04,01,05,04,01,999,3,1985,1,4,18,3,3,1,1,0,1,0,2,7,6,6,1,98,2,3,0,1,107,10703,1,107,10703,1,107,10703,,,,1,4,,2,,,,1,4,,2,10703
01,0107,01866579,14,1,62,1,1,1,2,2,2,2,1,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,1,7,1,2,1,2,2,2,2,2,,3,6,,,,0,,,,,,1,02,01,01,01,01,00,999,88,9999,1,1,13,2,3,1,7,1,2,1,2,7,6,6,2,98,97,3,0,1,107,10703,1,107,10703,1,107,10703,,,,1,4,,2,,,,1,4,,2,10703
01,0107,01866579,14,2,58,1,1,1,2,2,2,2,2,1,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,1,7,3,2,2,2,3,2,1,,,,,6,6,1,1,1,1,,,,1,,,,,,,,,,,,12,2,2,1,7,3,2,3,2,6,6,6,1,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,1,1,1,1,1,,10703
01,0107,01866579,1,1,52,1,1,2,1,2,2,2,2,2,2,2,,006,027,,,027,,2,5,1,1,,,1,1994,,,,,1,,,,,8,,1,11,5,1,2,1,1,1,,,,,,2,2,2,16,16,1,,,,6,00,00,00,,,,,,,,,11,2,2,1,11,5,4,17,2,6,6,27,2,98,99,3,0,5,501,50101,1,107,10703,1,107,10703,1,107,10703,1,1,1,,2,2,16,1,1,1,,10703
01,0107,01866580,3,2,54,1,1,1,2,2,2,2,2,2,1,2,,006,,,,006,,1,,,,,,1,9999,,,,,1,,,,,8,,9,99,9,9,9,9,9,2,2,2,,3,6,,,,0,,,,,,6,,,,,,,,,,,,11,2,2,1,99,9,5,24,2,6,6,6,9,98,,,,1,107,10703,1,107,10703,1,107,10703,,,,1,4,,2,,,,1,4,,2,10703
01,0107,01866580,1,1,79,1,1,1,2,2,2,2,2,1,1,2,,006,,,,006,,1,,,,,,1,1944,,,,,1,,,,,8,,2,1,0,1,1,2,1,1,,,,,,6,6,9,1,1,9,,,,1,08,02,06,07,01,06,027,88,9999,2,8,16,3,3,1,1,0,1,0,2,7,6,6,2,98,97,3,0,1,107,10703,1,107,10703,1,107,10703,11,9998,999996,1,1,1,,6,9,1,1,1,1,,10703
01,0107,01866581,12,2,50,1,1,1,2,2,2,1,2,1,4,2,,027,006,,,027,,1,,,,,,1,1973,,,,,1,,,,,8,,1,4,3,1,1,1,1,1,,,,,,6,6,1,1,1,2,,,,5,,,,,,,,,,,,11,2,2,2,7,3,2,3,2,6,27,27,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,1,1,1,1,1,,10703
01,0107,01866581,1,2,40,1,1,1,1,2,2,1,2,1,1,2,,027,006,,,006,,1,,,,,,1,1983,,,,,1,,,,,8,,1,4,3,1,2,2,2,1,,,,,,6,6,1,1,1,2,,,,4,,,,,,,,,,,,9,2,2,1,7,3,2,3,2,6,27,6,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,1,1,1,1,1,,10703
01,0107,01866581,12,2,24,1,1,1,2,2,2,1,2,1,4,2,,027,006,,,027,,1,,,,,,1,2000,,,,,1,,,,,8,,1,5,2,1,1,1,1,1,,,,,,6,6,9,1,1,2,,,,6,,,,,,,,,,,,5,2,2,2,8,1,3,7,2,5,27,27,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,9,1,1,1,1,,10703
01,0107,01866582,7,1,25,1,1,1,2,2,2,2,2,2,4,2,,006,,,,006,,1,,,,,,1,1998,,,,,1,,,,,8,,1,4,5,1,1,1,1,1,,,,,,5,5,1,7,7,1,,,,2,00,00,00,,,,,,,,,6,2,2,2,7,5,2,5,2,6,6,6,2,98,99,3,0,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,5,1,7,1,1,1,,10703
01,0107,01866582,8,2,26,1,1,1,2,2,1,1,1,1,4,2,,006,,,,006,,1,,,,,,1,1997,,,,,1,,,,,8,,1,5,3,1,2,1,1,1,,,,,,6,6,1,1,1,2,,,,2,,,,,,,,,,,,6,2,2,2,8,2,3,8,2,6,6,6,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,1,1,1,1,1,,10703
01,0107,01866582,1,2,25,1,1,1,2,2,2,2,2,2,4,2,,006,,,,006,,1,,,,,,1,1998,,,,,1,,,,,8,,1,7,4,1,1,1,1,1,,,,,,7,7,1,6,6,2,,,,2,,,,,,,,,,,,6,2,2,2,7,4,2,4,2,6,6,6,2,98,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,7,1,6,1,1,1,,10703
01,0107,01866583,2,1,59,1,1,1,2,2,2,2,2,1,1,1,028,027,,,,027,,1,,,,,,1,9999,,,,,1,,,,,8,,1,6,4,1,2,1,1,2,1,,,,,99,99,1,99,99,1,,,,2,00,00,00,,,,,,,,,12,2,2,1,8,6,3,12,2,6,27,27,2,40,99,3,0,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,99,1,99,1,1,1,,10703
01,0107,01866583,1,2,52,1,1,1,2,2,2,2,2,1,1,1,999,027,,,,027,,1,,,,,,1,1971,,,,,1,,,,,8,,1,5,3,1,2,2,1,2,1,,,,,6,6,1,1,1,2,,,,2,,,,,,,,,,,,11,2,2,1,8,2,3,8,2,6,27,27,2,57,,,,1,107,10703,1,107,10703,1,107,10703,1,107,10703,1,1,1,,6,1,1,1,1,1,,10703
